movie_id,viewing_count,average_user_rating,unique_users,genre,rating,votes,runtime,release_year,revenue
452,10,3.6,10,Horror,8.16,53308,92,2023,466.08
453,10,3.1,10,Horror,7.34,21568,92,2023,275.09
454,7,2.86,7,Drama,3.88,78796,159,2015,331.16
455,10,2.9,10,Sci-Fi,2.58,10855,144,2024,105.21
456,15,3.0,15,Sci-Fi,8.85,55399,106,2021,21.87
457,14,2.64,14,Sci-Fi,2.73,33503,128,2003,445.26
458,15,3.13,15,Comedy,7.58,46710,180,2022,150.25
459,13,3.08,13,Drama,5.85,9469,118,2025,106.34
460,14,3.43,14,Horror,9.87,45081,107,2007,236.64
461,15,2.93,15,Sci-Fi,4.41,43657,85,2020,307.94
462,11,3.27,11,Horror,8.24,40019,127,2024,498.72
463,13,2.85,13,Sci-Fi,3.95,5033,116,2006,28.84
464,12,2.75,12,Comedy,9.1,88347,127,2022,63.03
465,12,2.92,12,Comedy,2.3,63513,164,2002,228.5
466,13,3.38,13,Drama,4.29,60997,83,2022,75.84
467,13,3.38,13,Action,6.08,72518,121,2013,299.12
468,13,3.15,13,Action,3.9,81680,175,2005,444.08
469,16,3.25,16,Sci-Fi,7.3,3767,162,2008,493.71
470,11,2.82,11,Drama,2.31,73160,158,2019,90.81
471,12,2.42,12,Drama,3.08,15033,116,2020,408.79
472,10,2.4,10,Drama,6.81,85748,121,2010,281.66
473,11,2.45,11,Action,8.1,79285,84,2025,201.26
474,13,2.69,13,Comedy,8.31,42394,170,2013,21.04
475,16,2.62,16,Comedy,5.63,51145,111,2014,396.06
476,19,2.63,19,Action,6.52,83898,128,2005,60.06
477,14,2.93,14,Sci-Fi,8.19,90522,146,2012,360.03
478,18,2.94,18,Horror,1.46,43444,125,2022,188.85
479,15,2.67,15,Sci-Fi,6.31,7402,116,2010,390.01
480,13,3.08,13,Action,4.97,93365,81,2020,42.63
481,12,2.67,12,Comedy,9.88,21662,154,2017,313.72
482,8,2.62,8,Action,4.95,56609,101,2004,351.95
483,13,3.54,13,Comedy,5.81,35669,179,2010,151.64
484,13,3.0,13,Comedy,8.01,67670,90,2005,250.89
485,5,2.8,5,Horror,5.04,79884,180,2008,145.71
486,8,2.75,8,Comedy,6.86,63928,142,2006,458.69
487,10,3.2,10,Comedy,1.87,41313,92,2018,348.07
488,10,2.9,10,Action,1.86,17322,145,2016,24.93
489,22,3.14,22,Horror,5.67,32216,91,2024,363.01
490,9,2.44,9,Sci-Fi,1.01,45701,97,2012,383.05
491,10,3.3,10,Comedy,4.75,53076,127,2016,225.98
492,15,3.8,15,Drama,3.25,79869,125,2022,317.11
493,12,3.33,12,Horror,9.82,51114,108,2001,404.2
494,18,2.83,18,Comedy,9.21,13044,100,2019,138.49
495,13,3.08,13,Horror,2.62,80222,89,2010,496.79
496,19,3.74,19,Sci-Fi,2.65,88289,140,2024,251.58
497,11,3.09,11,Comedy,7.42,80861,108,2025,337.59
498,12,2.92,12,Comedy,7.4,9851,114,2023,210.2
499,16,2.75,16,Sci-Fi,5.33,67480,82,2025,148.11
500,22,3.05,22,Horror,2.13,21048,85,2017,141.1
501,12,3.25,12,Drama,3.26,81654,173,2012,380.11
502,15,2.53,15,Sci-Fi,2.7,15465,85,2015,169.61
503,19,3.37,19,Comedy,4.63,64654,169,2025,133.78
504,19,2.53,19,Horror,6.91,44632,157,2006,456.17
505,9,2.78,9,Sci-Fi,9.57,96019,85,2021,80.18
506,16,2.81,16,Sci-Fi,2.25,83209,151,2025,488.7
507,13,3.46,13,Comedy,4.9,71488,134,2019,327.28
508,12,2.83,12,Comedy,1.8,79779,86,2016,467.66
509,9,1.89,9,Drama,5.39,24339,172,2002,45.67
510,20,2.55,20,Sci-Fi,1.89,58327,105,2016,431.32
511,12,3.17,12,Comedy,6.8,94547,154,2002,124.05
512,12,2.42,12,Sci-Fi,6.33,28089,116,2024,226.69
513,10,2.6,10,Drama,6.89,23323,93,2020,194.15
514,13,3.23,13,Comedy,6.33,83322,87,2015,418.55
515,13,2.54,13,Sci-Fi,5.53,69867,163,2009,263.64
516,11,3.73,11,Drama,4.16,61903,80,2024,208.74
517,8,2.38,8,Horror,5.03,87910,100,2008,492.47
518,14,3.0,14,Comedy,6.55,94718,146,2005,100.25
519,17,2.82,17,Drama,5.42,89215,167,2024,163.15
520,14,2.57,14,Sci-Fi,5.22,86231,119,2014,241.3
521,9,3.44,9,Action,4.51,9636,175,2025,156.29
522,12,2.83,12,Sci-Fi,5.55,65587,150,2013,358.68
523,11,2.64,11,Drama,8.79,27269,149,2015,290.08
524,10,3.4,10,Horror,7.9,89508,92,2019,200.53
525,4,2.5,4,Sci-Fi,3.84,77697,116,2024,91.88
526,21,2.76,21,Drama,2.06,84459,150,2017,404.44
527,22,3.18,22,Action,7.29,18521,96,2020,364.44
528,7,3.14,7,Sci-Fi,1.85,88905,136,2000,192.73
529,9,3.22,9,Comedy,9.93,82298,114,2009,392.92
530,12,2.33,12,Comedy,3.11,25116,80,2009,303.43
531,12,3.25,12,Action,8.23,97763,95,2011,186.38
532,4,3.0,4,Horror,3.84,2716,105,2007,184.31
533,11,3.18,11,Drama,5.1,56115,129,2005,300.64
534,8,4.0,8,Action,3.2,2647,153,2004,299.2
535,17,2.82,17,Horror,2.09,55485,100,2019,251.88
536,17,2.53,17,Comedy,8.07,27904,99,2001,186.17
537,13,2.46,13,Horror,4.12,14302,124,2013,145.9
538,14,3.14,14,Comedy,7.13,93065,90,2008,224.11
539,18,3.0,18,Action,7.26,88883,113,2004,396.47
540,14,2.57,14,Horror,6.75,25480,177,2019,54.83
541,14,2.79,14,Horror,9.99,56800,144,2003,108.36
542,10,3.0,10,Action,2.63,5126,153,2025,480.19
543,11,2.09,11,Horror,6.46,80304,138,2007,406.28
544,12,3.33,12,Sci-Fi,7.06,32908,93,2023,177.9
545,11,3.09,11,Comedy,4.8,56413,118,2003,344.91
546,6,3.5,6,Drama,7.12,18804,141,2000,408.48
547,10,2.7,10,Comedy,2.63,10960,81,2015,375.31
548,20,3.3,20,Sci-Fi,2.19,62864,165,2002,26.28
549,14,3.29,14,Sci-Fi,2.12,82774,111,2023,237.26
550,13,2.46,13,Sci-Fi,5.46,74259,180,2008,430.48
551,14,2.64,14,Action,4.12,83463,87,2021,189.27
552,15,3.27,15,Sci-Fi,1.5,54714,148,2003,244.16
553,12,2.92,12,Drama,9.41,31709,177,2007,336.23
554,16,2.25,16,Drama,7.22,38216,98,2009,332.42
555,19,2.68,19,Action,4.43,68052,161,2003,340.83
556,15,3.4,15,Action,6.37,81832,156,2006,415.63
557,17,3.35,17,Action,1.39,92219,102,2018,172.45
558,10,3.5,10,Horror,5.24,69298,151,2011,453.42
559,22,2.86,22,Sci-Fi,9.86,33010,155,2019,286.41
560,14,2.86,14,Sci-Fi,5.94,86872,124,2024,353.8
561,16,3.25,16,Comedy,7.57,38432,111,2000,150.74
562,7,2.71,7,Sci-Fi,4.4,3841,124,2024,215.72
563,15,2.87,15,Action,3.89,5363,167,2022,196.39
564,10,3.5,10,Comedy,3.97,66343,170,2025,94.42
565,5,3.6,5,Comedy,4.52,30452,97,2020,432.35
566,12,2.83,12,Action,5.16,81625,171,2003,62.31
567,14,3.07,14,Horror,7.31,37229,97,2004,117.48
568,16,3.06,16,Drama,6.9,55743,129,2007,34.98
569,5,2.6,5,Comedy,1.02,7351,177,2023,179.4
570,9,2.67,9,Sci-Fi,3.1,30813,173,2025,225.21
571,14,3.07,14,Comedy,1.82,80013,123,2022,466.97
572,20,2.9,20,Action,8.97,44092,139,2008,405.55
573,11,3.45,11,Sci-Fi,9.98,79485,123,2001,16.29
574,12,2.83,12,Action,7.56,53491,94,2016,198.77
575,9,2.22,9,Action,7.27,2755,176,2018,146.71
576,11,3.45,11,Sci-Fi,4.43,41377,84,2025,379.31
577,10,3.2,10,Action,2.03,30872,139,2012,477.68
578,7,2.86,7,Drama,5.7,90327,104,2002,3.8
579,7,2.29,7,Horror,3.97,77544,116,2008,323.93
580,12,3.0,12,Drama,9.87,38094,105,2017,41.11
581,14,2.93,14,Action,2.02,7551,102,2019,390.53
582,14,3.36,14,Action,8.97,7337,86,2011,208.29
583,9,3.56,9,Action,5.91,44478,131,2002,439.74
584,18,2.72,18,Drama,8.06,44726,177,2010,313.79
585,16,3.25,16,Horror,6.48,70430,108,2002,35.6
586,15,2.93,15,Action,5.63,97076,128,2015,336.4
587,24,3.04,24,Horror,6.56,6927,178,2000,30.56
588,21,2.76,21,Action,4.42,20434,105,2009,195.85
589,13,3.23,13,Drama,6.43,83439,153,2006,111.26
590,14,2.71,14,Drama,3.93,19174,156,2015,237.85
591,12,3.25,12,Drama,4.55,26181,160,2013,86.25
592,7,3.29,7,Sci-Fi,8.5,98644,112,2002,38.56
593,11,3.27,11,Horror,3.32,20373,172,2006,45.43
594,11,3.27,11,Sci-Fi,1.21,99950,99,2009,294.07
595,11,2.82,11,Comedy,4.27,72887,82,2022,314.18
596,11,3.45,11,Sci-Fi,3.4,93412,163,2004,110.22
597,10,4.1,10,Action,1.91,49583,132,2020,106.66
598,14,3.64,14,Horror,4.76,77150,81,2020,7.64
599,10,3.1,10,Drama,3.13,52908,141,2012,429.78
600,13,3.69,13,Action,5.31,44171,146,2000,196.79
601,18,3.11,18,Comedy,8.58,69829,94,2021,159.64
602,8,2.62,8,Action,5.31,78206,82,2011,267.67
603,9,2.89,9,Sci-Fi,3.35,17397,167,2010,147.24
604,14,3.21,14,Sci-Fi,1.66,21344,106,2018,63.35
605,21,3.33,21,Action,4.62,61977,175,2008,436.58
606,19,3.37,19,Sci-Fi,2.47,68275,141,2010,180.26
607,12,3.25,12,Horror,1.94,32713,169,2023,49.62
608,17,3.24,17,Horror,8.12,73745,117,2006,24.98
609,11,2.36,11,Action,2.82,67656,136,2016,298.67
610,15,3.2,15,Sci-Fi,5.53,73757,91,2018,354.67
611,11,3.0,11,Drama,1.32,87575,112,2006,390.28
612,15,2.93,15,Action,7.71,92611,135,2022,304.11
613,12,3.17,12,Comedy,2.41,15241,137,2020,397.43
614,12,2.92,12,Sci-Fi,8.92,36409,142,2005,83.18
615,9,2.0,9,Horror,8.29,94565,140,2015,458.66
616,10,3.5,10,Horror,4.4,27834,175,2002,120.08
617,13,2.69,13,Action,9.21,25219,95,2009,459.2
618,16,3.25,16,Comedy,6.95,72504,143,2023,344.1
619,15,3.27,15,Action,1.34,94242,98,2013,315.58
620,18,2.67,18,Comedy,2.8,75881,122,2009,222.49
621,9,3.11,9,Drama,7.54,11980,130,2010,14.56
622,23,2.78,23,Drama,8.68,66489,86,2023,364.09
623,10,3.3,10,Action,4.78,40285,162,2004,21.71
624,14,2.64,14,Horror,4.58,38837,174,2003,90.96
625,11,3.18,11,Drama,7.59,25758,163,2013,269.6
626,12,2.5,12,Sci-Fi,7.42,80468,85,2025,319.99
627,12,2.25,12,Horror,2.31,78492,145,2001,143.35
628,12,2.5,12,Sci-Fi,6.88,59639,152,2024,85.88
629,15,3.4,15,Drama,9.86,82699,173,2010,165.3
630,17,2.53,17,Drama,1.51,56236,89,2004,28.58
631,11,2.82,11,Drama,4.54,46314,148,2019,206.35
632,10,2.7,10,Drama,3.64,52419,179,2019,56.16
633,18,2.94,18,Comedy,9.61,70212,175,2017,325.61
634,13,3.08,13,Horror,8.15,50578,143,2014,115.34
635,21,3.29,21,Sci-Fi,3.0,90244,127,2013,447.15
636,12,2.92,12,Action,2.89,41862,95,2008,205.35
637,17,3.29,17,Drama,2.74,93439,96,2009,34.64
638,16,2.81,16,Sci-Fi,9.57,9778,100,2011,377.71
639,15,2.73,15,Horror,6.28,87996,108,2003,317.66
640,12,2.25,12,Action,5.11,23222,173,2009,177.24
641,11,3.09,11,Drama,7.2,8285,88,2022,281.78
642,13,3.0,13,Drama,3.05,655,143,2001,267.29
643,15,2.93,15,Action,2.92,33453,116,2005,392.44
644,11,2.36,11,Drama,3.44,48474,125,2022,224.64
645,18,3.33,18,Drama,4.09,68141,178,2018,248.44
646,13,2.77,13,Action,4.51,42829,116,2023,417.59
647,17,3.06,17,Sci-Fi,3.32,45972,141,2016,376.48
648,10,2.6,10,Action,6.09,53413,154,2000,4.76
649,8,3.25,8,Drama,6.22,68877,147,2000,299.58
650,15,2.8,15,Comedy,5.53,12579,136,2001,480.9
651,17,3.65,17,Sci-Fi,6.28,10587,164,2023,191.64
652,10,2.6,10,Action,6.21,54584,163,2020,223.76
653,14,2.57,14,Drama,1.96,59963,131,2001,324.92
654,12,2.25,12,Sci-Fi,8.21,78236,96,2012,216.66
655,5,3.0,5,Action,5.78,46989,84,2025,99.73
656,10,2.5,10,Comedy,4.49,29870,108,2025,447.41
657,15,2.8,15,Comedy,8.52,14468,150,2016,382.95
658,8,3.0,8,Sci-Fi,7.59,80668,131,2021,164.09
659,7,2.71,7,Comedy,3.19,75685,130,2017,163.38
660,10,2.8,10,Action,3.99,2435,89,2001,388.1
661,17,3.59,17,Drama,7.85,40695,138,2004,290.36
662,3,4.33,3,Drama,2.74,98797,130,2015,395.77
663,20,2.55,20,Comedy,1.36,40101,88,2018,304.8
664,12,3.58,12,Drama,7.2,2377,180,2021,172.03
665,12,2.75,12,Drama,3.49,9883,138,2014,77.58
666,12,4.08,12,Drama,1.91,11610,88,2019,468.17
667,13,3.15,13,Horror,2.4,18035,116,2017,404.55
668,21,2.29,21,Action,1.29,7950,140,2019,331.63
669,18,2.94,18,Drama,1.78,71038,126,2007,285.49
670,13,2.38,13,Drama,8.69,42760,133,2008,307.44
671,14,2.57,14,Horror,2.96,38969,160,2022,281.72
672,13,3.15,13,Sci-Fi,1.26,80516,113,2001,432.89
673,9,2.78,9,Comedy,3.83,54004,154,2024,317.12
674,13,3.31,13,Horror,9.93,42563,134,2015,232.95
675,11,2.45,11,Horror,8.85,57627,110,2020,183.82
676,10,3.1,10,Action,1.18,29104,139,2020,300.77
677,12,3.25,12,Horror,6.82,68277,92,2018,118.45
678,13,2.31,13,Comedy,9.59,32444,144,2021,49.83
679,18,3.11,18,Action,9.85,27040,175,2020,29.58
680,13,3.15,13,Drama,2.69,14020,113,2000,274.0
681,12,3.17,12,Horror,5.11,93214,131,2017,227.89
682,12,2.92,12,Action,1.92,31857,82,2025,477.13
683,8,2.75,8,Sci-Fi,2.34,87362,116,2011,379.1
684,15,3.67,15,Comedy,6.8,29529,167,2006,124.1
685,11,3.36,11,Action,7.15,40191,105,2018,52.73
686,11,2.82,11,Horror,3.81,4165,110,2017,257.31
687,16,2.94,16,Action,3.05,8408,114,2011,250.7
688,13,2.62,13,Comedy,6.06,55092,103,2012,253.68
689,13,3.0,13,Drama,6.51,75731,145,2004,41.88
690,12,2.5,12,Drama,3.61,81532,131,2022,453.71
691,13,3.08,13,Drama,8.71,77773,131,2000,22.26
692,7,2.86,7,Drama,5.47,87303,177,2023,237.53
693,16,3.12,16,Sci-Fi,1.15,63540,107,2001,67.21
694,4,3.5,4,Sci-Fi,7.49,55438,139,2014,322.71
695,22,2.82,22,Comedy,3.81,8049,137,2017,95.62
696,13,2.92,13,Horror,8.22,80107,80,2004,371.32
697,11,3.36,11,Horror,6.05,84356,139,2009,267.65
698,14,3.43,14,Comedy,7.86,65277,168,2002,144.55
699,16,3.25,16,Comedy,7.96,7404,117,2011,160.21
700,9,2.89,9,Horror,5.1,65290,151,2017,199.98
701,13,2.77,13,Action,8.02,61666,104,2019,291.56
702,10,3.1,10,Drama,9.04,28914,169,2014,50.6
703,16,3.19,16,Sci-Fi,5.45,43071,179,2025,352.18
704,19,2.84,19,Horror,1.31,99162,91,2024,318.82
705,12,2.58,12,Action,5.65,26608,121,2002,460.13
706,7,2.57,7,Horror,9.1,55951,159,2025,457.97
707,8,2.62,8,Comedy,4.03,10894,137,2010,419.45
708,18,2.94,18,Drama,6.62,91624,163,2019,344.15
709,15,2.73,15,Horror,7.17,26209,167,2015,197.01
710,12,3.0,12,Horror,1.89,31322,115,2017,94.5
711,10,3.1,10,Action,1.67,22763,155,2021,93.94
712,11,3.27,11,Sci-Fi,7.58,62851,161,2015,256.69
713,13,2.77,13,Sci-Fi,9.64,34291,163,2010,136.53
714,15,2.53,15,Comedy,7.79,57116,104,2002,435.55
715,14,2.79,14,Drama,6.79,30822,155,2013,263.64
716,12,3.17,12,Drama,6.3,30597,146,2001,306.66
717,10,3.7,10,Action,7.1,86801,99,2022,118.83
718,19,2.95,19,Comedy,2.34,64864,81,2014,346.94
719,17,2.94,17,Comedy,9.74,43793,137,2025,52.71
720,16,2.56,16,Drama,5.74,76474,133,2019,46.67
721,17,3.29,17,Drama,2.87,55690,116,2019,15.96
722,12,3.33,12,Sci-Fi,3.58,49318,176,2016,81.84
723,12,3.33,12,Action,7.67,27027,114,2019,68.97
724,19,3.53,19,Sci-Fi,8.75,47607,143,2020,267.6
725,11,2.82,11,Horror,7.79,92285,83,2010,73.55
726,15,3.0,15,Sci-Fi,7.36,92153,137,2001,12.74
727,17,3.06,17,Drama,2.88,97762,143,2005,2.71
728,6,3.33,6,Horror,2.82,18621,92,2001,498.16
729,12,3.25,12,Drama,3.85,75962,107,2008,36.4
730,14,2.57,14,Action,2.54,56958,101,2001,83.47
731,17,2.94,17,Horror,7.62,6782,84,2020,486.26
732,15,3.47,15,Drama,7.79,1710,123,2015,159.3
733,14,2.86,14,Horror,4.54,60023,97,2000,227.31
734,10,2.8,10,Drama,1.62,1548,155,2012,81.64
735,19,3.42,19,Sci-Fi,3.52,95212,136,2020,188.34
736,13,3.15,13,Comedy,1.17,28902,98,2002,116.54
737,10,3.2,10,Horror,6.35,77694,115,2006,376.3
738,15,3.27,15,Drama,3.06,81558,106,2005,279.88
739,12,3.0,12,Comedy,6.67,23299,143,2021,357.62
740,9,2.67,9,Comedy,8.96,44210,110,2005,304.19
741,13,3.46,13,Comedy,8.69,2605,94,2012,474.36
742,10,3.5,10,Horror,1.46,71498,171,2009,32.91
743,11,2.82,11,Horror,5.52,27745,148,2015,372.02
744,15,3.47,15,Comedy,2.25,15146,157,2000,401.57
745,10,2.8,10,Drama,2.98,5013,172,2012,299.78
746,11,2.45,11,Action,8.57,73445,134,2023,366.27
747,9,2.0,9,Comedy,2.01,90692,155,2024,357.92
748,13,3.54,13,Horror,3.33,4705,138,2025,189.76
749,16,3.06,16,Comedy,9.85,4723,109,2024,222.78
750,8,3.38,8,Comedy,5.24,57061,159,2014,230.82
751,15,3.07,15,Action,9.47,74172,175,2006,174.79
752,10,2.3,10,Sci-Fi,4.6,81845,152,2014,334.46
753,14,2.79,14,Sci-Fi,5.32,97231,90,2014,182.42
754,7,1.86,7,Comedy,6.11,64324,168,2000,110.29
755,10,2.3,10,Action,4.63,73339,121,2020,376.28
756,13,3.38,13,Horror,5.49,14257,87,2008,86.77
757,20,3.55,20,Action,9.39,42770,120,2023,354.02
758,6,3.5,6,Sci-Fi,8.05,66027,119,2004,179.73
759,17,2.76,17,Drama,4.16,97949,112,2022,240.66
760,17,2.88,17,Action,1.3,61128,125,2016,98.03
761,12,3.08,12,Horror,1.2,25424,155,2013,470.17
762,9,3.11,9,Drama,4.35,10320,88,2004,207.41
763,19,3.26,19,Drama,9.42,74244,120,2007,174.37
764,17,3.0,17,Sci-Fi,3.87,71971,81,2007,439.88
765,12,2.67,12,Action,9.92,12915,125,2025,17.17
766,11,3.09,11,Comedy,1.87,84133,168,2004,265.08
767,10,3.4,10,Drama,4.56,80170,174,2019,307.83
768,8,2.0,8,Horror,5.51,12467,177,2012,280.52
769,15,3.47,15,Action,8.24,90317,133,2005,302.92
770,9,3.22,9,Comedy,9.96,61171,132,2022,210.88
771,11,2.82,11,Action,3.77,10156,157,2015,269.11
772,14,3.29,14,Action,3.12,91931,134,2014,267.66
773,12,3.42,12,Action,7.06,97291,106,2021,473.01
774,13,2.54,13,Drama,1.67,63289,125,2015,322.05
775,15,2.6,15,Comedy,4.53,4756,113,2010,465.6
776,7,3.71,7,Action,6.05,75877,153,2018,424.45
777,15,2.93,15,Horror,8.96,26564,117,2016,19.52
778,13,2.85,13,Sci-Fi,2.26,215,104,2012,165.92
779,7,3.86,7,Comedy,8.74,69938,114,2019,268.7
780,19,3.21,19,Drama,8.43,1027,146,2000,390.99
781,11,3.45,11,Sci-Fi,1.67,21256,167,2018,293.76
782,16,3.19,16,Sci-Fi,7.35,14425,96,2011,59.43
783,12,3.25,12,Horror,2.18,69252,108,2019,461.98
784,14,2.64,14,Action,1.62,60003,160,2001,209.28
785,14,3.0,14,Horror,6.71,58606,95,2003,258.19
786,12,3.5,12,Action,6.38,27741,103,2014,155.5
787,13,2.92,13,Drama,8.89,80690,169,2021,430.9
788,21,3.1,21,Action,7.21,44922,176,2007,278.97
789,11,2.91,11,Sci-Fi,2.92,73968,138,2020,416.32
790,14,2.79,14,Drama,8.88,65062,122,2016,279.02
791,10,2.7,10,Sci-Fi,2.5,92771,122,2000,441.29
792,13,2.77,13,Comedy,9.18,15622,104,2025,499.57
793,8,3.25,8,Comedy,5.92,74513,116,2019,306.15
794,11,3.64,11,Sci-Fi,6.58,18949,115,2007,465.72
795,11,3.64,11,Action,6.6,84991,160,2015,8.03
796,10,3.5,10,Action,5.34,32960,117,2010,398.11
797,15,2.93,15,Comedy,4.03,34549,170,2017,147.15
798,12,3.33,12,Horror,8.45,48401,106,2019,196.08
799,7,2.43,7,Comedy,2.35,82916,90,2018,227.17
800,13,2.77,13,Action,5.38,87666,178,2005,306.9
801,20,3.05,20,Action,3.72,89228,159,2000,430.15
802,13,3.31,13,Drama,2.59,46393,132,2004,347.0
803,9,3.22,9,Comedy,6.03,30427,146,2025,417.47
804,17,3.41,17,Sci-Fi,9.0,45240,113,2005,213.19
805,9,2.89,9,Sci-Fi,3.26,78486,135,2013,222.46
806,9,3.44,9,Horror,4.8,27388,180,2006,272.82
807,17,2.88,17,Sci-Fi,3.06,4188,100,2018,146.58
808,14,3.0,14,Comedy,1.32,81030,138,2012,459.5
809,13,1.85,13,Horror,1.85,64689,167,2021,453.15
810,12,3.17,12,Horror,1.0,46146,175,2011,196.93
811,17,3.47,17,Horror,1.47,36628,83,2011,144.28
812,14,2.71,14,Horror,7.59,98541,110,2013,67.96
813,9,3.44,9,Action,7.97,21658,107,2021,314.07
814,10,2.9,10,Action,8.22,35070,148,2007,238.29
815,20,3.3,20,Sci-Fi,2.66,62081,125,2023,132.57
816,12,3.0,12,Comedy,3.27,80606,80,2000,140.03
817,14,3.07,14,Sci-Fi,4.25,56403,147,2025,363.42
818,12,3.33,12,Drama,9.49,95149,128,2007,140.77
819,9,3.56,9,Drama,5.45,54249,101,2023,7.3
820,8,3.25,8,Drama,6.84,31538,160,2019,91.24
821,11,3.55,11,Drama,8.76,35119,150,2010,254.54
822,14,3.0,14,Action,2.65,92398,162,2021,152.32
823,9,3.44,9,Drama,9.11,7287,135,2003,53.4
824,16,2.69,16,Comedy,9.89,81863,90,2012,494.76
825,14,3.21,14,Action,8.72,91558,159,2011,402.98
826,16,3.06,16,Action,8.42,25166,173,2012,303.46
827,12,3.17,12,Sci-Fi,8.88,29657,129,2021,278.14
828,13,3.0,13,Drama,3.24,16948,83,2010,323.73
829,6,3.5,6,Action,6.0,55567,87,2000,13.44
830,13,3.15,13,Sci-Fi,1.42,73459,175,2013,119.42
831,15,2.93,15,Action,1.26,67081,84,2004,401.5
832,14,2.71,14,Drama,1.02,80685,108,2020,398.72
833,10,3.0,10,Action,1.73,11893,151,2024,319.99
834,12,2.92,12,Sci-Fi,7.84,67531,166,2024,486.59
835,11,3.27,11,Action,8.74,57542,124,2022,294.64
836,9,2.78,9,Sci-Fi,7.25,71275,148,2025,497.96
837,6,2.33,6,Sci-Fi,9.01,8465,133,2016,154.83
838,13,2.62,13,Sci-Fi,7.08,49345,117,2003,489.04
839,7,2.71,7,Sci-Fi,3.46,60265,120,2012,394.87
840,10,3.3,10,Sci-Fi,5.76,6263,109,2025,134.94
841,15,2.73,15,Comedy,7.17,81560,89,2012,115.14
842,8,2.12,8,Comedy,2.58,24291,104,2025,412.03
843,9,3.22,9,Comedy,2.94,46668,177,2020,26.94
844,20,3.15,20,Action,2.96,24921,159,2024,462.36
845,17,2.59,17,Sci-Fi,6.06,19713,174,2025,120.39
846,17,2.53,17,Horror,9.58,96171,107,2022,16.25
847,16,3.19,16,Drama,2.0,63383,116,2022,492.7
848,10,3.2,10,Action,5.79,92799,127,2011,111.81
849,19,2.95,19,Drama,8.55,49663,137,2008,333.56
850,7,1.86,7,Drama,3.78,81671,128,2021,166.13
851,12,3.58,12,Comedy,9.56,73337,129,2004,348.08
852,10,3.6,10,Drama,7.46,25425,129,2003,327.3
853,11,3.27,11,Horror,2.64,29190,107,2020,154.5
854,20,3.0,20,Action,9.91,53731,164,2011,42.9
855,15,2.73,15,Comedy,5.31,74090,143,2002,426.01
856,13,3.46,13,Drama,1.05,66166,142,2003,247.95
857,14,3.29,14,Drama,7.37,9576,95,2002,172.74
858,13,2.69,13,Drama,1.63,14177,164,2003,244.07
859,13,2.62,13,Comedy,8.29,18526,173,2019,81.15
860,11,3.45,11,Sci-Fi,8.35,17276,138,2016,347.37
861,10,3.2,10,Action,3.79,15797,172,2008,414.2
862,16,2.19,16,Drama,4.3,23450,157,2006,486.21
863,11,2.82,11,Comedy,5.11,80106,163,2021,289.39
864,8,3.5,8,Horror,7.48,49852,83,2013,89.13
865,9,2.78,9,Sci-Fi,2.88,70370,180,2021,67.88
866,11,2.73,11,Drama,7.82,8222,87,2016,231.95
867,18,3.17,18,Sci-Fi,1.16,25823,86,2009,243.94
868,16,3.56,16,Sci-Fi,3.85,79117,85,2019,131.94
869,22,2.82,22,Horror,6.73,2034,173,2023,379.16
870,13,3.08,13,Sci-Fi,4.96,91799,103,2019,310.51
871,16,3.62,16,Drama,4.45,98695,113,2010,379.39
872,11,3.0,11,Sci-Fi,9.3,92264,89,2014,305.06
873,6,4.17,6,Sci-Fi,3.51,23004,146,2007,102.13
874,13,3.08,13,Drama,8.41,99773,99,2020,114.48
875,16,3.0,16,Comedy,5.78,75693,90,2004,165.53
876,16,2.88,16,Sci-Fi,5.79,90144,136,2014,352.04
877,19,3.11,19,Sci-Fi,1.83,12814,165,2000,257.78
878,14,2.71,14,Drama,1.1,59974,90,2001,403.33
879,10,2.4,10,Comedy,6.41,11323,145,2024,448.94
880,18,2.72,18,Action,2.58,31582,87,2000,48.65
881,18,2.78,18,Sci-Fi,3.11,38047,143,2015,243.93
882,16,3.25,16,Comedy,5.35,63637,157,2006,263.13
883,12,2.5,12,Drama,5.2,9577,175,2020,185.35
884,14,2.93,14,Sci-Fi,1.87,69677,96,2015,399.22
885,15,3.2,15,Sci-Fi,4.03,36149,160,2025,360.4
886,12,3.33,12,Action,3.45,56409,123,2024,485.01
887,11,2.45,11,Horror,7.62,40752,107,2015,309.37
888,12,3.25,12,Comedy,4.92,82227,172,2009,399.55
889,20,2.85,20,Drama,6.67,17173,99,2022,255.96
890,7,3.14,7,Action,8.56,69560,141,2008,220.58
891,5,2.8,5,Action,3.26,82306,156,2015,99.45
892,14,3.14,14,Comedy,8.77,39413,158,2004,153.84
893,13,3.0,13,Horror,2.34,79866,93,2024,330.76
894,16,3.88,16,Horror,7.07,20078,179,2007,296.8
895,12,3.33,12,Sci-Fi,1.86,74402,87,2014,490.63
896,13,3.08,13,Horror,4.78,95608,144,2012,480.7
897,15,3.33,15,Action,4.61,94105,166,2014,5.34
898,16,2.62,16,Drama,9.17,98905,92,2020,76.72
899,19,3.11,19,Comedy,2.37,67629,152,2013,427.32
900,7,3.86,7,Action,2.41,9079,164,2022,2.97
901,14,2.86,14,Comedy,7.36,79256,125,2001,321.58
902,19,2.95,19,Comedy,4.9,98909,127,2004,462.31
903,13,3.85,13,Comedy,3.75,34314,138,2009,410.26
