movie_id,rating,votes,runtime,release_year,revenue,genre,viewing_count,average_user_rating
484,8.08,702,167,2012,470.12,Sci-Fi,10,2.5
485,2.45,42515,100,2015,150.04,Comedy,13,2.85
486,3.96,76012,124,2007,113.38,Drama,15,3.47
487,9.1,53389,118,2015,167.61,Sci-Fi,12,2.75
488,2.22,53472,123,2024,160.58,Action,10,3.7
489,7.02,42440,108,2015,482.79,Horror,17,3.29
490,8.15,60011,115,2000,73.26,Sci-Fi,20,2.8
491,1.33,72066,118,2015,99.84,Sci-Fi,9,4.0
492,5.37,49812,96,2024,298.23,Horror,12,3.0
493,8.08,59731,99,2014,73.29,Drama,10,3.8
494,6.48,63787,83,2012,380.46,Action,14,3.5
495,8.81,6533,100,2021,78.71,Comedy,15,3.53
496,4.78,69787,146,2020,187.73,Comedy,13,2.46
497,1.15,19039,139,2002,120.55,Drama,15,2.27
498,2.82,55173,109,2003,401.26,Sci-Fi,13,2.62
499,5.27,84037,170,2018,328.66,Comedy,16,3.19
500,1.95,87782,169,2008,484.75,Action,12,2.83
501,7.18,64430,125,2004,194.5,Horror,13,2.92
502,6.4,74976,136,2007,210.11,Comedy,11,3.45
503,9.19,39995,120,2016,462.55,Comedy,16,3.06
504,3.88,79745,134,2015,355.54,Sci-Fi,17,2.53
505,3.75,73561,113,2020,122.21,Sci-Fi,10,3.8
506,3.31,66681,143,2005,122.63,Action,16,2.5
507,4.68,67944,81,2025,429.68,Sci-Fi,16,3.06
508,4.84,42748,96,2003,306.23,Sci-Fi,12,3.58
509,9.2,38901,127,2015,151.15,Drama,13,2.77
510,8.95,25384,83,2023,69.73,Comedy,10,2.8
511,5.35,16669,159,2000,127.75,Horror,16,2.44
512,7.51,64447,164,2017,468.67,Drama,15,3.07
513,6.61,61767,131,2000,136.1,Comedy,22,3.23
514,2.45,61762,171,2018,476.47,Action,12,3.42
515,4.55,13864,173,2010,74.73,Horror,10,3.0
516,1.58,31126,137,2015,245.98,Sci-Fi,11,2.82
517,3.92,47511,179,2000,303.48,Comedy,18,2.94
518,3.53,62771,174,2011,340.87,Action,10,2.5
519,2.54,16335,126,2000,207.51,Drama,12,3.08
520,2.9,71459,160,2022,346.05,Sci-Fi,15,2.73
521,8.21,62102,103,2018,67.46,Horror,10,3.2
522,6.44,11859,145,2022,70.66,Comedy,14,2.79
523,8.4,5989,107,2004,281.78,Action,13,2.77
524,9.53,92448,94,2004,8.95,Sci-Fi,7,2.0
525,4.03,40334,118,2001,363.22,Action,12,3.25
526,2.22,85928,103,2020,440.58,Comedy,13,2.92
527,4.63,51584,175,2021,162.1,Drama,16,3.12
528,3.52,72319,102,2008,63.43,Drama,9,4.0
529,6.0,27718,175,2018,34.45,Action,14,2.86
530,6.61,64206,170,2004,175.97,Action,12,3.25
531,6.18,56109,161,2010,198.33,Drama,13,3.0
532,7.05,17506,100,2018,211.6,Action,10,2.3
533,1.74,48058,138,2004,209.98,Action,8,3.0
534,9.22,29740,98,2013,129.47,Drama,15,3.13
535,1.38,99982,139,2020,420.54,Sci-Fi,14,2.86
536,4.21,4145,106,2002,261.44,Drama,14,3.5
537,8.77,88973,136,2019,460.87,Comedy,17,3.06
538,7.53,30148,114,2020,114.76,Comedy,15,3.0
539,7.02,92906,158,2019,318.63,Sci-Fi,14,2.64
540,6.81,20077,135,2023,72.08,Sci-Fi,7,3.86
541,4.11,31857,153,2021,210.57,Comedy,13,2.54
542,4.59,68455,81,2000,217.18,Drama,16,3.25
543,3.53,78712,121,2018,151.25,Action,10,3.0
544,2.53,35259,127,2008,83.19,Sci-Fi,15,3.27
545,7.2,6655,133,2008,412.05,Horror,9,2.89
546,9.88,72294,168,2011,20.67,Drama,14,2.07
547,9.24,49636,170,2000,146.51,Comedy,8,2.12
548,8.2,20271,168,2006,375.9,Comedy,15,3.07
549,7.37,17345,118,2011,447.54,Comedy,17,2.71
550,4.42,2162,118,2024,428.65,Drama,11,3.09
551,2.74,68494,133,2013,175.16,Action,14,2.79
552,7.04,92587,151,2017,354.57,Sci-Fi,13,2.54
553,8.31,2505,170,2001,97.02,Horror,12,3.58
554,2.8,89037,146,2004,450.94,Comedy,17,3.29
555,1.52,78254,141,2002,107.08,Drama,13,3.69
556,9.96,85044,153,2024,104.02,Comedy,9,2.89
557,5.15,56083,111,2009,100.4,Drama,12,2.92
558,4.03,20855,129,2021,394.46,Sci-Fi,7,3.86
559,8.07,41430,143,2006,132.37,Comedy,12,3.0
560,2.3,12617,158,2014,325.81,Sci-Fi,21,3.14
561,8.33,80287,177,2023,431.01,Drama,20,3.55
562,1.58,17100,131,2012,43.32,Action,14,2.86
563,1.64,67428,95,2000,458.69,Sci-Fi,14,2.86
564,3.8,90003,97,2023,484.69,Drama,14,3.29
565,4.9,3488,93,2025,179.93,Sci-Fi,11,2.55
566,5.29,24787,162,2014,301.99,Sci-Fi,10,3.3
567,5.24,41558,144,2022,489.96,Horror,10,3.4
568,7.79,9589,128,2001,454.36,Drama,10,2.7
569,5.28,80792,104,2008,20.41,Drama,8,2.5
570,1.08,11746,102,2012,338.45,Sci-Fi,12,3.42
571,5.72,95304,163,2014,115.56,Horror,10,3.4
572,5.85,47602,80,2005,128.1,Action,16,2.94
573,8.16,57502,167,2013,268.95,Action,11,3.09
574,3.14,36560,106,2019,193.58,Comedy,11,3.82
575,1.84,43051,130,2012,171.28,Comedy,13,2.92
576,7.95,10171,90,2014,353.27,Drama,12,3.25
577,2.21,70053,114,2022,443.01,Action,7,2.29
578,2.68,15228,113,2006,287.88,Horror,7,3.71
579,8.16,48731,154,2015,445.64,Drama,24,2.96
580,6.05,27680,81,2003,216.5,Comedy,6,3.33
581,4.61,98121,95,2007,375.58,Action,13,3.38
582,4.01,59881,142,2010,402.94,Action,14,3.07
583,9.97,40723,177,2008,268.01,Drama,13,3.38
584,8.66,43670,167,2017,93.68,Action,11,3.09
585,2.85,11672,83,2001,77.16,Horror,25,2.6
586,5.71,39977,170,2015,371.14,Comedy,11,3.09
587,1.65,98381,165,2009,467.62,Drama,11,3.09
588,8.13,47748,129,2023,101.31,Comedy,15,2.93
589,8.47,79861,120,2024,256.43,Sci-Fi,11,2.18
590,7.58,43288,117,2019,44.25,Drama,11,3.27
591,2.2,56670,170,2009,363.39,Drama,9,2.78
592,6.0,65571,90,2014,410.55,Drama,17,3.41
593,4.11,17141,171,2013,27.47,Sci-Fi,10,3.5
594,1.57,21327,177,2003,369.21,Drama,11,3.18
595,3.88,14438,130,2015,424.95,Horror,11,2.64
596,3.08,51778,85,2023,196.18,Sci-Fi,16,2.56
597,4.03,87858,171,2022,98.28,Action,6,2.67
598,1.99,2634,81,2006,415.53,Sci-Fi,10,3.5
599,7.07,78511,167,2023,31.42,Sci-Fi,8,2.75
600,7.22,98609,140,2004,369.68,Drama,13,3.08
601,7.27,89309,123,2008,225.62,Horror,15,3.13
602,4.2,84860,167,2017,124.1,Action,14,3.07
603,8.37,45849,147,2010,67.16,Horror,15,3.47
604,7.14,98508,137,2016,338.97,Drama,12,2.67
605,3.9,35008,168,2011,420.72,Comedy,10,2.6
606,6.57,75987,151,2018,424.04,Sci-Fi,11,2.91
607,2.75,23737,148,2015,10.39,Comedy,14,2.86
608,4.18,62105,148,2018,183.3,Comedy,14,3.14
609,6.41,7360,96,2005,81.26,Sci-Fi,11,2.91
610,9.83,86013,124,2001,225.99,Sci-Fi,11,3.64
611,1.6,32205,114,2004,246.52,Action,7,3.29
612,6.59,2854,166,2012,75.64,Sci-Fi,18,2.83
613,7.73,74123,172,2009,285.11,Horror,17,2.82
614,3.54,24141,116,2014,426.18,Horror,9,3.11
615,5.52,10735,160,2012,6.13,Horror,16,3.31
616,8.04,84094,138,2021,477.08,Comedy,8,2.62
617,1.11,20931,87,2000,352.44,Horror,16,2.56
618,2.15,24619,163,2024,24.27,Action,11,2.91
619,1.07,25084,143,2009,96.54,Comedy,8,2.38
620,1.09,43077,168,2002,398.58,Action,12,3.67
621,1.07,1151,174,2003,6.5,Drama,16,3.31
622,1.61,90974,157,2024,411.14,Comedy,10,2.8
623,5.56,82398,115,2020,338.43,Drama,13,2.85
624,3.2,41552,153,2012,243.27,Horror,11,3.18
625,6.58,29443,86,2000,150.83,Action,13,2.62
626,5.42,73753,134,2018,132.26,Drama,11,2.18
627,8.66,25209,101,2004,255.2,Action,11,3.0
628,5.14,17014,90,2022,206.62,Sci-Fi,12,3.67
629,2.92,25536,86,2006,38.19,Drama,15,3.53
630,6.84,58001,91,2001,18.58,Drama,16,3.25
631,1.11,7599,136,2011,211.9,Drama,14,3.07
632,8.85,29726,169,2015,1.64,Action,12,3.0
633,5.7,71329,123,2024,448.39,Horror,15,3.07
634,1.59,36019,176,2020,239.05,Comedy,14,3.5
635,3.17,17449,81,2017,431.16,Drama,12,3.0
636,6.24,52730,142,2000,232.06,Sci-Fi,10,3.3
637,5.57,1380,113,2002,458.39,Horror,6,3.67
638,9.88,47522,129,2006,151.73,Comedy,18,2.67
639,9.24,26069,114,2025,431.25,Horror,8,2.75
640,7.69,72540,97,2019,398.94,Action,20,2.8
641,7.75,17215,142,2002,222.44,Sci-Fi,8,2.75
642,2.68,71839,137,2014,164.39,Comedy,5,2.6
643,9.71,10431,88,2018,142.45,Horror,12,3.33
644,1.96,55263,162,2017,337.9,Drama,16,3.12
645,8.38,32065,152,2009,437.18,Horror,11,2.36
646,6.21,36767,147,2013,214.83,Sci-Fi,10,2.6
647,9.36,33176,93,2025,125.85,Sci-Fi,22,3.05
648,8.4,73521,98,2014,446.14,Comedy,13,2.92
649,9.26,80946,127,2016,49.9,Comedy,10,3.1
650,3.22,49269,89,2013,74.97,Action,13,2.62
651,3.86,42073,120,2002,200.04,Drama,13,2.31
652,1.86,90366,91,2005,157.31,Drama,7,3.29
653,1.37,18636,115,2013,385.98,Drama,16,3.31
654,8.44,10870,106,2023,5.23,Horror,7,3.0
655,9.1,56508,100,2005,301.74,Action,8,2.25
656,7.66,98777,97,2010,451.66,Action,6,2.33
657,3.61,66040,95,2006,390.07,Sci-Fi,15,3.0
658,5.48,72956,137,2012,490.73,Comedy,10,2.4
659,1.53,60110,103,2024,408.18,Action,11,2.36
660,4.42,28472,115,2011,49.74,Sci-Fi,12,3.33
661,6.58,57205,80,2025,97.86,Horror,9,3.22
662,7.44,96530,141,2009,177.54,Comedy,14,3.14
663,2.24,90467,147,2016,410.22,Drama,12,2.5
664,4.57,95853,95,2000,421.63,Action,15,3.27
665,9.17,40363,86,2017,381.75,Drama,13,3.0
666,6.86,59527,80,2013,164.19,Drama,9,1.67
667,3.84,82538,112,2005,458.45,Sci-Fi,13,2.46
668,3.14,24072,81,2018,258.19,Drama,15,3.67
669,8.27,74828,139,2020,76.19,Drama,13,3.31
670,7.18,64496,122,2019,408.96,Drama,11,3.09
671,1.82,12733,143,2018,287.42,Horror,15,2.27
672,2.7,40024,148,2011,452.93,Drama,19,2.79
673,1.01,24127,100,2019,247.96,Sci-Fi,15,2.93
674,5.86,79276,113,2020,235.42,Drama,14,2.93
675,2.99,9535,153,2009,485.84,Drama,15,2.8
676,3.26,10833,108,2008,414.41,Sci-Fi,13,2.77
677,6.88,43538,175,2014,81.17,Action,9,3.78
678,8.04,93969,95,2000,90.65,Drama,10,3.7
679,4.63,87477,120,2000,390.95,Action,14,2.79
680,2.96,71122,133,2014,404.31,Comedy,10,3.6
681,9.65,20204,144,2025,399.7,Action,11,2.55
682,9.85,31487,160,2008,46.38,Sci-Fi,11,2.27
683,9.2,1211,100,2021,461.46,Comedy,15,3.4
684,8.22,12769,136,2004,342.51,Sci-Fi,21,3.38
685,1.79,22019,157,2018,359.04,Comedy,14,3.29
686,5.91,17006,107,2017,151.41,Comedy,15,3.2
687,4.46,73322,149,2015,35.45,Horror,18,3.0
688,8.08,66761,177,2016,257.66,Action,9,2.56
689,5.58,27678,165,2019,112.84,Sci-Fi,13,2.69
690,6.01,40715,86,2025,19.86,Horror,16,3.12
691,7.1,41629,130,2022,104.39,Drama,10,3.1
692,6.79,46747,170,2003,79.31,Sci-Fi,12,2.67
693,6.75,94532,138,2018,333.2,Sci-Fi,8,2.88
694,1.06,73142,168,2021,313.93,Horror,14,3.07
695,3.77,37793,88,2015,28.21,Action,10,3.2
696,1.89,26495,98,2001,449.03,Comedy,13,3.23
697,7.12,26673,81,2009,125.34,Horror,14,2.43
698,3.09,17021,141,2011,406.81,Action,20,3.2
699,3.73,36279,131,2011,124.53,Sci-Fi,12,3.0
700,5.55,21264,145,2025,451.22,Drama,12,2.83
701,9.07,4375,147,2012,480.64,Action,14,2.93
702,6.32,42434,107,2023,97.37,Drama,6,3.0
703,1.79,17068,129,2020,486.68,Sci-Fi,12,3.42
704,4.77,85510,176,2013,330.46,Horror,18,3.39
705,6.14,81261,120,2016,86.04,Sci-Fi,14,2.57
706,5.66,94977,89,2013,470.36,Horror,10,3.2
707,2.68,70948,95,2000,364.15,Comedy,13,2.85
708,9.64,12107,156,2003,95.57,Action,16,2.94
709,1.75,50969,170,2005,397.32,Comedy,14,3.21
710,9.99,42880,137,2023,207.3,Comedy,5,3.6
711,5.15,98114,138,2015,344.81,Comedy,12,3.08
712,4.19,67136,153,2017,66.92,Sci-Fi,14,3.07
713,1.79,84819,102,2014,207.56,Action,14,2.29
714,4.85,52167,177,2009,411.4,Action,10,3.3
715,8.07,64781,176,2010,340.08,Action,10,3.0
716,3.21,53768,120,2004,149.43,Action,8,3.12
717,4.95,64875,130,2000,188.24,Comedy,10,3.2
718,2.52,41871,103,2006,162.38,Drama,11,2.36
719,5.4,24263,125,2003,170.92,Sci-Fi,13,2.85
720,3.35,3362,87,2016,276.99,Drama,7,1.86
721,6.73,95594,151,2019,464.09,Action,11,3.09
722,1.99,59682,85,2007,469.31,Comedy,15,2.87
723,2.6,72422,158,2001,101.29,Horror,12,2.92
724,1.82,19709,100,2017,84.17,Drama,12,3.75
725,5.75,2501,169,2002,319.52,Sci-Fi,7,4.14
726,7.04,97921,158,2012,29.31,Action,14,2.93
727,9.93,54137,167,2016,414.73,Action,9,2.33
728,9.13,15706,102,2009,327.08,Action,11,3.18
729,7.49,80041,144,2009,373.29,Sci-Fi,19,2.58
730,1.76,91682,166,2017,237.37,Drama,15,3.13
731,1.68,90075,140,2010,472.1,Comedy,13,2.46
732,8.25,26445,129,2018,294.31,Drama,9,2.56
733,2.03,59930,178,2011,7.92,Horror,12,3.08
734,2.4,84384,100,2007,99.23,Action,8,2.75
735,8.23,97692,123,2024,165.03,Drama,7,2.71
736,2.36,37181,94,2005,480.94,Action,15,3.27
737,5.21,84487,105,2005,118.14,Comedy,17,2.47
738,7.14,30548,106,2008,374.07,Comedy,15,2.87
739,7.65,71044,133,2009,323.69,Sci-Fi,13,3.08
740,6.21,8833,119,2016,10.08,Sci-Fi,14,3.07
741,6.24,18207,152,2000,323.25,Drama,22,3.14
742,4.87,1175,99,2005,29.68,Horror,17,2.76
743,9.45,53320,139,2011,320.58,Comedy,13,3.38
744,7.7,30842,173,2013,490.92,Horror,8,2.75
745,2.06,8080,102,2002,9.28,Horror,11,2.73
746,8.82,81051,114,2004,283.12,Sci-Fi,11,3.09
747,7.14,64585,86,2007,218.75,Action,4,3.25
748,8.77,36521,95,2009,446.46,Sci-Fi,17,3.47
749,1.16,45327,139,2000,467.85,Comedy,13,3.38
750,3.65,97999,153,2023,56.78,Drama,10,3.0
751,3.62,2410,142,2022,135.36,Horror,10,2.9
752,5.55,73479,178,2010,416.1,Action,8,2.5
753,4.98,88366,136,2002,270.63,Horror,10,2.9
754,5.08,28794,118,2019,217.48,Horror,12,3.17
755,6.36,44297,133,2002,68.33,Action,7,2.29
756,3.09,69709,128,2023,239.29,Horror,15,3.6
757,1.78,79722,81,2016,125.35,Action,12,2.25
758,7.8,26077,125,2001,402.33,Horror,11,2.82
759,6.36,99083,176,2003,378.71,Comedy,6,3.67
760,4.29,37897,138,2021,351.74,Comedy,12,3.17
761,7.47,26346,113,2016,332.03,Horror,14,3.14
762,4.43,95947,91,2025,266.09,Comedy,20,3.2
763,1.13,89973,172,2022,425.05,Drama,17,2.29
764,5.68,64108,155,2004,474.48,Action,16,3.06
765,1.22,42188,174,2013,234.53,Horror,16,2.75
766,1.61,83972,148,2024,33.57,Action,11,2.55
767,5.57,96171,137,2012,38.83,Sci-Fi,10,3.2
768,6.09,18329,109,2005,84.66,Comedy,12,2.92
769,5.47,22660,123,2003,336.15,Sci-Fi,13,3.77
770,8.26,10079,131,2000,33.84,Horror,14,3.14
771,6.82,69570,113,2002,370.97,Action,11,2.45
772,7.87,41799,83,2025,86.38,Drama,16,2.38
773,7.88,57203,176,2012,394.42,Action,19,3.37
774,4.9,19363,103,2001,217.05,Horror,10,3.2
775,1.45,47731,154,2004,189.17,Drama,13,2.54
776,3.17,4806,177,2007,453.69,Action,10,3.2
777,6.96,56048,156,2017,3.23,Action,14,2.93
778,6.5,59642,175,2005,479.96,Comedy,13,2.85
779,5.36,51438,88,2003,163.55,Comedy,13,2.54
780,9.01,83260,92,2011,325.55,Horror,17,3.18
781,6.06,5805,174,2025,175.6,Drama,10,2.9
782,4.64,70405,88,2002,59.36,Action,18,3.0
783,1.24,31737,160,2010,123.41,Comedy,13,3.08
784,2.64,2654,137,2021,225.41,Horror,17,2.47
785,1.42,88806,96,2007,70.11,Comedy,12,3.0
786,5.98,85209,111,2001,331.63,Action,8,3.5
787,1.23,43591,152,2002,206.56,Comedy,16,3.38
788,5.58,45119,102,2010,176.93,Action,13,2.85
789,1.91,60846,172,2004,159.97,Horror,9,3.33
790,9.04,1654,88,2006,92.66,Comedy,12,3.33
791,6.39,59649,132,2023,470.8,Action,18,2.67
792,4.64,3756,82,2005,296.37,Sci-Fi,14,2.64
793,7.83,10542,177,2012,482.9,Action,15,2.33
794,1.69,79594,178,2015,309.73,Drama,8,2.62
795,1.16,44081,137,2009,305.77,Action,17,2.94
796,7.09,55245,129,2024,67.12,Horror,13,2.46
797,3.84,80631,157,2012,353.45,Horror,7,3.0
798,2.22,71093,164,2021,10.86,Action,13,2.69
799,9.47,49315,124,2019,332.13,Comedy,8,2.62
800,3.13,19731,103,2008,361.84,Sci-Fi,7,2.71
801,4.32,7291,88,2011,33.9,Action,10,3.1
802,1.21,26630,178,2003,140.79,Horror,19,3.16
803,3.46,87977,139,2010,34.27,Horror,7,2.71
804,9.23,70128,89,2002,232.0,Horror,12,3.25
805,6.79,35610,99,2020,499.68,Action,12,2.5
806,3.5,38984,139,2011,323.01,Sci-Fi,8,3.5
807,3.11,80643,89,2000,463.71,Action,19,2.79
808,7.05,23281,134,2019,311.76,Comedy,14,2.71
809,9.96,68074,94,2019,377.72,Drama,13,3.15
810,6.74,92177,102,2006,8.07,Action,14,2.64
811,2.81,76982,80,2020,429.77,Comedy,16,3.19
812,8.43,56127,131,2008,146.46,Horror,16,3.12
813,4.19,17161,127,2019,116.49,Comedy,13,3.23
814,5.77,1945,103,2005,69.34,Drama,19,3.26
815,8.24,90909,86,2007,400.91,Horror,8,3.0
816,7.94,40594,165,2009,49.88,Action,20,3.3
817,2.4,91802,140,2006,470.97,Sci-Fi,16,2.94
818,3.0,64087,165,2010,361.27,Action,12,3.25
819,1.72,85411,91,2017,157.9,Sci-Fi,5,2.2
820,7.23,71604,120,2005,294.29,Drama,17,2.59
821,8.49,22979,178,2017,212.43,Comedy,11,2.64
822,5.99,68188,172,2025,239.07,Comedy,13,2.38
823,2.18,43954,94,2001,418.85,Sci-Fi,11,3.27
824,2.17,20464,98,2003,103.02,Comedy,8,2.88
825,6.24,12402,89,2021,65.47,Action,10,3.1
826,6.73,3290,164,2016,290.45,Horror,9,3.33
827,4.94,91022,163,2003,185.23,Comedy,12,2.58
828,6.43,56744,163,2007,324.25,Horror,18,2.94
829,8.73,97987,103,2008,153.07,Sci-Fi,18,2.89
830,2.86,93154,86,2007,54.87,Horror,7,3.0
831,6.34,52150,150,2012,3.52,Sci-Fi,9,2.56
832,1.75,51782,110,2016,246.05,Horror,14,2.93
833,9.64,89226,83,2018,438.4,Sci-Fi,12,2.92
834,8.67,54291,92,2021,100.9,Horror,11,3.45
835,2.66,70480,96,2007,158.45,Sci-Fi,8,2.75
836,7.12,27441,162,2006,284.32,Sci-Fi,16,3.06
837,1.17,18370,171,2017,388.14,Action,11,3.45
838,8.35,81985,180,2012,4.02,Drama,9,2.33
839,5.47,66733,123,2003,270.83,Horror,14,3.0
840,9.92,81743,116,2011,356.81,Action,12,2.42
841,8.7,43842,156,2012,56.1,Action,9,2.33
842,3.24,1085,109,2013,283.62,Sci-Fi,10,2.7
843,3.65,2925,157,2003,279.3,Comedy,14,3.64
844,4.51,31995,137,2023,16.2,Drama,14,2.29
845,9.21,61599,114,2011,135.05,Comedy,13,3.54
846,2.72,33592,143,2001,161.21,Action,9,3.33
847,8.69,78973,107,2011,303.53,Action,11,4.18
848,6.22,38911,150,2014,260.7,Action,17,3.0
849,7.56,75342,169,2008,232.82,Horror,15,3.07
850,9.11,36762,151,2022,196.11,Drama,20,3.1
851,2.28,69328,83,2011,445.7,Action,12,3.17
852,4.3,98101,110,2011,498.22,Comedy,14,3.14
853,9.06,31021,140,2011,470.64,Sci-Fi,14,2.86
854,2.14,25103,175,2018,363.58,Sci-Fi,15,3.4
855,4.31,36642,164,2009,135.3,Horror,12,2.67
856,1.57,45832,110,2000,241.71,Comedy,9,3.67
857,6.37,56372,159,2022,241.98,Drama,14,3.07
858,6.33,53810,99,2000,213.14,Sci-Fi,18,2.83
859,3.4,29069,166,2000,239.74,Sci-Fi,9,3.89
860,5.62,87466,138,2016,108.45,Horror,16,2.62
861,1.24,78417,97,2001,270.55,Action,11,3.36
862,8.6,54386,162,2014,4.9,Drama,19,2.58
863,9.54,94280,178,2012,40.81,Horror,10,3.4
864,4.73,96535,159,2012,119.51,Sci-Fi,11,2.91
865,9.02,18913,142,2002,369.68,Action,10,2.6
866,5.96,30418,178,2015,213.55,Drama,18,3.0
867,9.84,60774,97,2000,379.63,Horror,13,2.46
868,5.19,87184,99,2003,377.54,Drama,14,2.86
869,2.31,70416,133,2016,268.57,Horror,12,3.25
870,7.6,16428,119,2011,8.27,Drama,18,3.11
871,3.01,82326,142,2015,267.58,Drama,14,3.36
872,7.64,27488,121,2011,128.35,Sci-Fi,18,2.94
873,1.23,51620,156,2003,452.06,Action,15,3.33
874,1.85,74870,164,2015,265.44,Horror,16,2.81
875,8.37,15013,135,2012,181.81,Action,17,2.82
876,9.08,83915,143,2025,294.52,Drama,7,3.29
877,2.53,5464,151,2001,4.24,Drama,7,2.71
878,3.19,93967,84,2015,453.72,Sci-Fi,12,3.5
879,9.51,4225,170,2022,149.09,Comedy,16,2.94
880,5.08,14236,166,2020,164.15,Horror,14,3.0
881,8.72,22888,114,2015,257.8,Horror,7,2.71
882,7.18,48934,106,2022,379.27,Comedy,11,2.27
883,2.88,44764,108,2001,338.12,Comedy,11,3.18
884,2.22,14701,157,2009,222.98,Comedy,15,3.2
885,6.41,92131,136,2003,292.64,Sci-Fi,12,3.0
886,9.0,91032,161,2004,169.72,Sci-Fi,11,3.36
887,3.41,2152,170,2020,327.14,Horror,17,2.0
888,2.16,64533,177,2008,276.93,Comedy,11,2.55
889,1.18,81276,123,2020,469.33,Action,10,2.3
890,1.35,33049,82,2019,28.56,Horror,13,2.15
891,5.56,57951,160,2018,149.83,Action,15,2.6
892,5.64,32894,167,2011,337.23,Horror,15,3.0
893,1.76,50909,116,2005,298.6,Horror,22,3.45
894,3.87,83376,82,2008,480.08,Action,13,3.08
895,2.74,82117,167,2002,498.92,Horror,12,3.25
896,3.19,73721,178,2014,235.73,Drama,14,2.86
897,4.21,86179,165,2000,13.44,Comedy,10,3.5
898,4.34,65213,171,2006,226.51,Comedy,10,2.9
899,2.65,5209,105,2023,280.34,Comedy,12,3.33
900,1.78,6123,172,2015,76.37,Horror,13,3.23
901,9.14,58728,86,2012,283.54,Horror,16,2.44
902,3.38,24483,101,2019,82.65,Drama,6,3.17
903,1.94,81926,135,2005,421.75,Sci-Fi,19,2.42
904,6.3,2322,147,2017,180.08,Action,6,3.33
905,1.53,22375,95,2009,373.34,Action,8,2.88
906,4.39,56166,166,2007,197.04,Sci-Fi,9,3.44
907,3.67,44489,134,2018,242.36,Sci-Fi,14,3.07
908,4.44,88574,99,2002,52.23,Sci-Fi,9,3.89
909,3.21,29367,171,2015,362.06,Comedy,8,2.25
910,9.02,85023,92,2018,219.63,Drama,7,4.0
911,7.6,4350,177,2015,479.52,Horror,10,2.4
912,7.78,40795,118,2019,171.16,Drama,20,3.0
913,2.82,61811,138,2023,482.49,Horror,17,3.41
914,3.88,35491,137,2013,470.66,Comedy,7,3.57
915,8.72,18791,156,2024,397.31,Drama,11,3.45
916,9.44,12241,176,2024,87.09,Horror,10,3.4
917,9.56,96958,106,2013,157.11,Comedy,7,3.43
918,2.32,40586,93,2024,437.61,Drama,6,2.33
919,7.5,53999,107,2022,211.99,Drama,10,2.0
920,6.59,95905,116,2024,446.71,Horror,13,3.54
921,6.43,84191,80,2000,96.05,Horror,9,3.22
922,8.42,89513,139,2014,395.33,Sci-Fi,15,3.27
923,3.54,86445,110,2015,398.82,Comedy,10,2.3
924,8.08,38938,167,2000,38.8,Drama,15,3.6
925,8.6,92541,92,2023,21.13,Comedy,12,2.92
926,6.39,99087,114,2006,284.67,Drama,12,3.08
927,3.23,26566,147,2025,311.01,Comedy,15,3.2
928,6.27,4593,133,2006,352.48,Sci-Fi,11,3.18
929,2.64,61077,150,2024,354.93,Drama,13,2.62
930,8.36,69428,81,2000,443.81,Horror,15,3.53
931,5.27,48159,120,2019,301.15,Horror,10,3.8
932,5.09,55874,130,2023,80.27,Sci-Fi,14,3.29
933,6.97,84340,141,2009,102.59,Comedy,15,3.47
934,1.07,53410,98,2000,361.76,Action,11,3.45
935,8.94,64847,104,2002,184.65,Sci-Fi,15,3.0
936,7.47,23064,131,2000,184.33,Drama,6,3.33
937,6.12,92703,112,2021,118.98,Sci-Fi,12,2.75
938,1.86,45274,147,2008,394.49,Action,15,3.0
939,6.99,46882,153,2023,272.52,Horror,18,3.5
940,2.13,61163,116,2019,101.56,Action,11,3.36
941,6.69,41364,121,2002,120.68,Horror,12,3.0
942,4.35,97091,156,2013,79.25,Sci-Fi,11,2.73
943,8.26,9914,176,2023,28.99,Action,13,2.38
944,1.14,26463,175,2018,264.83,Horror,8,3.62
945,2.05,23226,85,2014,369.52,Sci-Fi,14,3.14
946,6.69,56771,168,2022,405.12,Horror,8,2.88
947,4.06,85728,176,2019,40.31,Sci-Fi,12,2.83
948,7.35,33766,158,2025,53.46,Sci-Fi,13,2.54
949,8.95,74777,119,2010,273.21,Sci-Fi,11,2.64
950,5.09,74106,122,2020,396.98,Drama,15,2.73
951,7.82,43204,164,2013,495.29,Action,8,3.38
952,2.24,14941,151,2000,213.77,Comedy,10,2.7
953,4.19,92588,170,2001,232.49,Sci-Fi,9,2.56
954,6.71,40191,137,2020,133.07,Comedy,8,2.62
955,6.51,20594,178,2023,106.79,Sci-Fi,13,3.31
956,8.78,19852,97,2007,495.78,Sci-Fi,16,2.25
957,3.8,69194,123,2007,287.95,Sci-Fi,14,3.14
958,1.38,74585,119,2015,83.46,Comedy,9,3.11
959,9.89,822,113,2024,484.94,Action,17,3.47
960,1.56,52459,127,2000,92.35,Action,11,2.55
961,8.74,4618,138,2016,447.99,Sci-Fi,15,2.73
962,4.78,92837,123,2007,345.0,Action,21,2.86
963,9.42,29251,139,2010,450.39,Action,11,3.0
964,7.36,66769,142,2001,313.57,Horror,13,3.54
965,3.7,26025,146,2000,10.94,Sci-Fi,13,2.77
966,9.41,22447,82,2013,401.31,Comedy,15,3.67
967,9.2,44094,134,2000,293.17,Drama,7,3.71
